received_at|slot|value|simulation_duration|total_duration
2023-03-1421:53:35.109444|6000566|30939402653694012|310357|0
2023-03-1421:53:36.225592|6000566|30939402653694012|177708|303840
2023-03-1421:53:36.501068|6000566|30939402653694012|171162|227124
2023-03-1421:53:35.132852|6000566|30939402653694012|306438|868837
2023-03-1421:53:36.037497|6000566|30939402653694012|134333|204916
2023-03-1421:53:34.810769|6000566|30939402653694012|416183|0
2023-03-1421:53:36.289897|6000566|30939402653694012|112463|160485
2023-03-1421:53:36.506251|6000566|30939402653694012|166097|220307
2023-03-1421:53:35.749784|6000566|30939402653694012|166830|226420
2023-03-1421:53:36.464286|6000566|30939402653694012|166996|319620
2023-03-1421:53:36.316251|6000566|30939402653694012|189702|385606
2023-03-1421:53:35.392124|6000566|30939402653694012|265254|669831
2023-03-1421:53:36.057311|6000566|30939402653694012|170215|0
2023-03-1421:53:35.075367|6000566|30939402653694012|368461|723229
2023-03-1421:53:35.482485|6000566|30939402653694012|317618|522977
2023-03-1421:53:35.501735|6000566|30939402653694012|194624|579743
2023-03-1421:53:35.3851|6000566|30939402653694012|193769|0
2023-03-1421:53:35.950743|6000566|30939402653694012|177780|291936
2023-03-1421:53:35.283414|6000566|30939402653694012|379983|514461
2023-03-1421:53:36.387969|6000566|30939402653694012|188877|246918
2023-03-1421:53:35.428818|6000566|30939402653694012|191485|505156
2023-03-1421:54:35.502315|6000571|1287570384461409588|181273|205759
2023-03-1421:54:24.483641|6000570|82179763859004339|798276|845946
2023-03-1421:54:48.201281|6000572|66766908679346767|135107|264689
2023-03-1421:53:35.676985|6000566|30939402653694012|207495|389162
2023-03-1421:53:35.211757|6000566|30939402653694012|184188|853514
2023-03-1421:54:24.479169|6000570|82179763859004339|837243|0
2023-03-1421:57:10.207032|6000584|54630998331746997|141071|162777
2023-03-1421:55:37.411804|6000576|98957735627165968|122873|382125
2023-03-1421:56:48.04123|6000582|131381673491611009|124134|152260
2023-03-1421:56:48.216819|6000582|131381673491611009|115984|136528
2023-03-1421:57:36.550499|6000586|495349793990356744|143264|171746
2023-03-1421:55:37.586081|6000576|98957735627165968|137760|456979
2023-03-1421:55:52.696164|6000577|140981499718992571|165623|311258
2023-03-1421:56:35.742722|6000581|283846221616025589|142059|249655
2023-03-1421:57:49.059098|6000587|209012447844036573|183234|222539
2023-03-1421:58:00.710422|6000588|1633468343092297769|153119|190522
2023-03-1421:59:48.235824|6000597|118786355713257398|109949|136746
2023-03-1421:59:47.998859|6000597|118786355713257398|113056|142906
2023-03-1421:59:47.830513|6000597|118786355713257398|108681|139355
2023-03-1421:59:47.865664|6000597|118786355713257398|152060|391599
2023-03-1421:59:48.119136|6000597|118786355713257398|166532|191940
2023-03-1421:59:47.898469|6000597|118786355713257398|101252|134616
2023-03-1421:59:47.679448|6000597|118786355713257398|157027|182148
2023-03-1421:59:47.733521|6000597|118786355713257398|117681|148635
2023-03-1421:59:47.766253|6000597|118786355713257398|124104|161288
2023-03-1421:59:48.04404|6000597|118786355713257398|151926|192898
2023-03-1421:59:47.963182|6000597|118786355713257398|142972|178411
2023-03-1421:59:48.06938|6000597|118786355713257398|130348|256971
2023-03-1421:59:47.747952|6000597|118786355713257398|88542|309969
2023-03-1421:59:47.78009|6000597|118786355713257398|119540|383462
2023-03-1421:59:48.197674|6000597|118786355713257398|153739|0
2023-03-1422:00:47.668563|6000602|196461097175519970|124046|223452
2023-03-1421:58:46.979625|6000592|22119066152020079|222115|251904
2023-03-1421:58:46.857468|6000592|22119066152020079|188924|406211
2023-03-1422:00:58.61055|6000603|85165788690037011|132704|265942
2023-03-1422:00:23.216917|6000600|61840668057151330|123662|142429
2023-03-1422:01:35.356456|6000606|105447126207546674|152293|598298
2023-03-1422:01:12.287189|6000604|28885865654639528|163986|290191
2023-03-1422:01:12.211332|6000604|28885865654639528|148881|288835
2023-03-1422:02:24.793188|6000610|93347886479222504|154327|216940
2023-03-1422:02:35.227949|6000611|274048537715767738|139265|260345
2023-03-1422:01:48.566504|6000607|217110557033013831|155623|397992
2023-03-1422:01:48.196215|6000607|217110557033013831|116558|131705
2023-03-1422:01:48.499406|6000607|217110557033013831|148173|315452
2023-03-1422:03:47.664113|6000617|77903938277272855|208666|504913
2023-03-1422:02:01.276776|6000608|141301926765020279|124641|201849
2023-03-1422:03:35.486997|6000616|25396990462466085|350295|639756
2023-03-1422:02:24.772634|6000610|93347886479222504|126530|186368
2023-03-1422:03:00.01838|6000613|141291921313663644|137866|188747
2023-03-1422:03:47.870052|6000617|77903938277272855|141745|414696
2023-03-1422:05:12.108227|6000624|114095701153943183|200236|251339
2023-03-1422:05:36.104406|6000626|33687373132988248|118328|142448
2023-03-1422:04:24.847841|6000620|31495363098641733|96953|202548
2023-03-1422:05:57.294896|6000628|203624921324965440|155318|268286
2023-03-1422:05:57.521722|6000628|203624921324965440|154420|263848
2023-03-1422:06:23.390631|6000630|1253460292755859882|154003|244825
2023-03-1422:04:36.711701|6000621|976868194336461092|104926|208669
2023-03-1422:04:47.755734|6000622|124013620462110768|134849|166641
2023-03-1422:04:47.886661|6000622|124013620462110768|153204|186364
2023-03-1422:08:25.336222|6000640|1572175975325394944|165972|223892
2023-03-1422:09:34.40861|6000646|301226801558075075|92004|112914
2023-03-1422:08:46.924614|6000642|477561153519563330|145510|253773
2023-03-1422:07:12.537862|6000634|56802102115927326|134971|153214
2023-03-1422:10:49.091273|6000652|83137996302537166|135123|151327
2023-03-1422:09:47.216195|6000647|82474653886358683|153396|189879
2023-03-1422:11:12.680866|6000654|75034281646783756|130442|145545
2023-03-1422:11:23.285475|6000655|28134189862506338|140042|180085
2023-03-1422:12:11.287822|6000659|20851420222001609|136451|156426
2023-03-1422:12:48.00289|6000662|148519032914957938|142898|243113
2023-03-1422:12:48.232001|6000662|148519032914957938|113551|247677
2023-03-1422:13:12.435354|6000664|28505405249074997|146521|177515
2023-03-1422:10:01.076199|6000648|1726970118103517507|181806|210341
2023-03-1422:10:23.157261|6000650|310517460247421342|134139|172946
2023-03-1422:11:35.459684|6000656|126986682755940196|330428|352915
2023-03-1422:11:47.11429|6000657|50271203130675957|120616|259046
2023-03-1422:11:47.133587|6000657|50271203130675957|298458|451183
2023-03-1422:13:48.680137|6000667|44882275839800651|603808|648567
2023-03-1422:14:22.877038|6000670|265063197328487506|123188|226377
2023-03-1422:13:00.097581|6000663|22485760567692597|125674|142230
2023-03-1422:13:25.342924|6000665|20788913637922571|163573|183463
2023-03-1422:16:12.302945|6000679|39854364543088401|132268|250986
2023-03-1422:14:35.20661|6000671|99496287006232321|202346|245412
2023-03-1422:14:47.804556|6000672|84262089945589707|193192|306341
2023-03-1422:15:48.209307|6000677|77573376581988675|125413|146696
2023-03-1422:16:12.101445|6000679|39854364543088401|170850|288256
2023-03-1422:15:59.317173|6000678|29986709087294014|161556|189499
2023-03-1422:15:11.707045|6000674|1091999775306654104|162693|322923
2023-03-1422:16:47.620618|6000682|31346662548977331|138123|245930
2023-03-1422:17:11.36003|6000684|151490473210601043|168939|186094
2023-03-1422:17:57.344842|6000688|80557818845070880|185242|216466
2023-03-1422:16:35.477838|6000681|75220218068393144|150311|171121
2023-03-1422:18:24.148625|6000690|104800797011083646|198038|363517
2023-03-1422:17:35.325734|6000686|129048486104758067|133063|155914
2023-03-1422:17:23.897237|6000685|43245542984718909|194831|229632
2023-03-1422:18:33.983872|6000691|372688788793560832|118991|142720
2023-03-1422:18:59.8118|6000693|69319588514208283|243391|613918
2023-03-1422:18:59.668157|6000693|69319588514208283|153671|369925
2023-03-1422:18:59.526219|6000693|69319588514208283|154050|385655
2023-03-1422:19:35.257734|6000696|613747841941296703|144259|248165
2023-03-1422:19:35.349335|6000696|613747841941296703|209479|285591
2023-03-1422:19:48.031726|6000697|188360854764722646|116147|258527
2023-03-1422:19:48.050118|6000697|188360854764722646|166110|304485
2023-03-1422:19:57.849854|6000698|64234340299999761|75635|89807
2023-03-1422:17:35.252178|6000686|129048486104758067|110170|134195
2023-03-1422:17:35.470397|6000686|129048486104758067|107987|129039
2023-03-1422:17:35.259209|6000686|129048486104758067|108304|137217
2023-03-1422:17:35.473388|6000686|129048486104758067|114693|136809
2023-03-1422:17:35.348582|6000686|129048486104758067|153935|336792
2023-03-1422:17:35.40036|6000686|129048486104758067|140464|163734
2023-03-1422:20:35.547566|6000701|89507391208329670|188026|229455
2023-03-1422:17:46.694809|6000687|75179846289404473|190620|291289
2023-03-1422:23:24.04811|6000715|30003314862348668|126236|141665
2023-03-1422:23:24.117665|6000715|30003314862348668|147691|0
2023-03-1422:22:25.344025|6000710|38507001227696798|101606|118826
2023-03-1422:23:24.122722|6000715|30003314862348668|129035|144624
2023-03-1422:20:11.855712|6000699|47152128931454678|243124|489483
2023-03-1422:23:24.070433|6000715|30003314862348668|114588|214535
2023-03-1422:23:23.980728|6000715|30003314862348668|176054|194193
2023-03-1422:24:23.295616|6000720|25131810329994444|71666|169340
2023-03-1422:25:47.507042|6000727|237337753408506058|115844|350676
2023-03-1422:24:00.374456|6000718|42101518902488892|133864|159415
2023-03-1422:24:00.296404|6000718|42101518902488892|176191|201128
2023-03-1422:23:36.081005|6000716|64397821024273616|104643|253410
2023-03-1422:23:36.261356|6000716|64397821024273616|100621|117765
2023-03-1422:26:11.585454|6000729|29841934593805079|159319|421108
2023-03-1422:26:01.435232|6000728|65224329919940090|161292|182173
2023-03-1422:24:12.863894|6000719|16660828768320927|146133|173432
2023-03-1422:26:11.561078|6000729|29841934593805079|275131|572465
2023-03-1422:27:20.228077|6000735|42025087927644765|81965|183759
2023-03-1422:26:59.239895|6000733|35309451042953902|165268|266704
2023-03-1422:27:38.550023|6000736|1108661052612690176|258580|307661
2023-03-1422:26:59.265078|6000733|35309451042953902|150272|253623
2023-03-1422:26:59.232003|6000733|35309451042953902|124147|224948
2023-03-1422:27:12.145248|6000734|37079154553713195|186936|289349
2023-03-1422:26:22.91998|6000730|726111850724410134|145877|313681
2023-03-1422:26:33.733638|6000731|42177215582562930|172860|319798
2023-03-1422:27:47.834214|6000737|180012694646750902|196996|312997
2023-03-1422:29:23.671935|6000745|302815756576167737|140950|159491
2023-03-1422:28:36.147034|6000741|40196983791020354|91089|108906
2023-03-1422:28:48.666742|6000742|29480011937008136|139937|263689
2023-03-1422:30:23.888877|6000750|528700735472596649|336047|360835
2023-03-1422:30:35.643124|6000751|30086753774796164|132501|228000
2023-03-1422:31:12.17658|6000754|414944464986752976|260358|370421
2023-03-1422:29:48.664654|6000747|60729806956932120|125405|145808
2023-03-1422:31:23.601324|6000755|538830156268654535|139661|155358
2023-03-1422:31:47.523847|6000757|338827144014948032|81519|101307
2023-03-1422:31:36.415084|6000756|459926644406416960|135328|416482
2023-03-1422:33:24.145876|6000765|42617897629574626|227841|447453
2023-03-1422:33:12.945967|6000764|23464716107977291|375494|398218
2023-03-1422:33:12.772422|6000764|23464716107977291|521278|554394
2023-03-1422:33:12.965016|6000764|23464716107977291|357507|385237
2023-03-1422:34:11.68089|6000769|14841790456052488|110360|464243
2023-03-1422:32:00.224334|6000758|64590299400210639|132304|424446
2023-03-1422:32:00.173165|6000758|64590299400210639|104651|398205
2023-03-1422:34:59.697484|6000773|18482563971761882|162906|316767
2023-03-1422:34:59.888962|6000773|18482563971761882|236076|475200
2023-03-1422:33:35.726527|6000766|24870046834231584|174256|208547
2023-03-1422:34:35.633317|6000771|131395545889251746|102972|125866
2023-03-1422:34:35.65529|6000771|131395545889251746|104936|127606
2023-03-1422:34:48.395177|6000772|14880045877933687|129229|331295
2023-03-1422:34:48.304963|6000772|14880045877933687|199931|420901
2023-03-1422:34:59.908281|6000773|18482563971761882|215620|471926
2023-03-1422:34:00.461768|6000768|39150663433882820|191350|258708
2023-03-1422:35:24.119501|6000775|26203886278436036|545769|1008369
2023-03-1422:36:23.404986|6000780|23425103776637474|287347|509023
2023-03-1422:35:36.821503|6000776|370171333692284880|160627|180021
2023-03-1422:35:47.319042|6000777|51106062198021355|282051|777789
2023-03-1422:36:00.306346|6000778|52227470110210437|116261|246364
2023-03-1422:37:10.639967|6000784|87547205102294422|207291|434086
2023-03-1422:37:10.757517|6000784|87547205102294422|164116|299335
2023-03-1422:37:25.558238|6000785|45938225236099930|191257|206315
2023-03-1422:38:24.420698|6000790|85704772053532771|174378|204337
2023-03-1422:39:35.481598|6000796|43888588894399379|408962|1664543
2023-03-1422:38:33.917041|6000791|55633429598760453|100875|211572
2023-03-1422:39:47.747779|6000797|37756427406218755|70732|88018
2023-03-1422:39:23.74291|6000795|22615692519336637|146715|175518
2023-03-1422:41:00.17128|6000803|51853305750171645|207484|233673
2023-03-1422:42:12.156017|6000809|31694951853330443|139278|239748
2023-03-1422:41:24.201077|6000805|98362812705907770|226417|264357
2023-03-1422:41:42.675893|6000806|90670934328084593|173418|192291
2023-03-1422:41:47.260787|6000807|7393080062606902|79363|119936
2023-03-1422:44:00.661419|6000818|64340607107150832|81986|331560
2023-03-1422:43:47.549578|6000817|64803022563855664|126274|144791
2023-03-1422:43:47.584857|6000817|64803022563855664|151940|0
2023-03-1422:43:47.624132|6000817|64803022563855664|104350|123420
2023-03-1422:43:47.47747|6000817|64803022563855664|148793|169551
2023-03-1422:43:00.599172|6000813|221760124925418860|168802|187077
2023-03-1422:44:23.99784|6000820|47982003879637788|120816|141000
2023-03-1422:45:35.533873|6000826|32929853846350761|113449|124058
2023-03-1422:46:35.865501|6000831|106935477076812684|95117|112110
2023-03-1422:44:59.702104|6000823|12903856314179262|97811|193452
2023-03-1422:44:59.722593|6000823|12903856314179262|106434|202338
2023-03-1422:47:11.730402|6000834|562773659908763816|316812|466852
2023-03-1422:47:24.329261|6000835|197984755921410720|176889|208835
2023-03-1422:45:12.236009|6000824|325491402821213852|153577|246447
2023-03-1422:47:35.779337|6000836|26278485937204195|124813|0
2023-03-1422:48:12.145515|6000839|61118777700697742|134614|150276
2023-03-1422:47:35.788038|6000836|26278485937204195|93616|205925
2023-03-1422:47:47.261617|6000837|21880725991327350|136926|237949
2023-03-1422:47:47.261979|6000837|21880725991327350|121689|236734
2023-03-1422:48:48.915353|6000842|33760281184841499|139723|154703
2023-03-1422:47:59.421435|6000838|25116104995995727|102322|116935
2023-03-1422:50:22.998842|6000850|45708230775859162|146746|190562
2023-03-1422:49:47.740433|6000847|124510553281363015|129795|149715
2023-03-1422:48:24.094677|6000840|24520929252104247|171650|423954
2023-03-1422:51:23.695941|6000855|69210721972927973|164051|273244
2023-03-1422:51:23.669915|6000855|69210721972927973|150288|277330
2023-03-1422:51:23.700179|6000855|69210721972927973|144272|274059
2023-03-1422:51:35.761256|6000856|64259372335270017|89936|107395
2023-03-1422:51:13.140698|6000854|85470966565073071|125866|141028
2023-03-1422:53:23.800613|6000865|31093485671255197|151744|270040
2023-03-1422:50:37.220235|6000851|59306843028970659|126228|227626
2023-03-1422:53:48.06945|6000867|22650228999122945|190510|210695
2023-03-1422:54:48.574423|6000872|97937318480862400|398641|435681
2023-03-1422:52:25.305874|6000860|249765612246274750|136325|162539
2023-03-1422:55:11.553929|6000874|111137722638981454|181448|431146
2023-03-1422:55:24.095894|6000875|58375731173724592|165188|431023
2023-03-1422:52:37.514891|6000861|538607159416287920|237690|261360
2023-03-1422:56:12.418827|6000879|181596096727236199|254384|373714
2023-03-1422:56:58.547185|6000883|297800059466318312|679931|874545
2023-03-1422:53:13.265103|6000864|253199352794168468|235125|426713
2023-03-1422:58:48.163592|6000892|259520937267632091|161858|292109
2023-03-1422:57:36.276257|6000886|204248663211755357|187308|286799
2023-03-1423:00:47.954019|6000902|80076441733317392|269331|428933
2023-03-1422:57:47.519195|6000887|127796900955674796|141115|235281
2023-03-1422:58:00.013411|6000888|62534779308331980|111670|134549
2023-03-1422:58:33.570169|6000891|45467300223045724|151360|292406
2023-03-1423:02:47.314392|6000912|24539847969525404|131222|152849
2023-03-1422:59:37.201244|6000896|56737241167531735|127500|178654
2023-03-1422:59:45.138445|6000897|24808187503511749|132681|276783
2023-03-1423:00:12.770615|6000899|52220542350944521|192400|212408
2023-03-1422:59:24.538105|6000895|27103485237189838|84114|99977
2023-03-1423:01:10.603258|6000904|54056958674727510|141186|1346814
2023-03-1423:01:35.543321|6000906|630447370860845832|209041|335595
2023-03-1423:03:24.139276|6000915|51562966172984562|141691|410139
2023-03-1423:04:11.870825|6000919|44596064223102821|143471|260014
2023-03-1423:04:01.326022|6000918|56795013856574925|128698|145899
2023-03-1423:04:59.780533|6000923|130467514327741452|130764|146734
2023-03-1423:04:35.116978|6000921|458744480822692392|778266|1670033
2023-03-1423:04:48.600784|6000922|61597108322450423|197688|699514
2023-03-1423:05:35.480195|6000926|31429640792532168|96411|186667
2023-03-1423:04:23.774859|6000920|181029818028711354|237474|649130
2023-03-1423:06:01.165369|6000928|56424017639973624|128073|189789
2023-03-1423:09:00.122698|6000943|124044556127986599|175968|208615
2023-03-1423:09:00.206086|6000943|124044556127986599|105586|132118
2023-03-1423:06:35.387014|6000931|438624458930183148|196587|216600
2023-03-1423:06:59.66795|6000933|58671351185964466|181542|311877
2023-03-1423:09:21.960923|6000945|43355513883636341|209329|224270
2023-03-1423:07:10.998067|6000934|26043120203440381|76791|95842
2023-03-1423:11:23.900675|6000955|77470332877378276|155711|178141
2023-03-1423:10:36.270912|6000951|193775995495459672|116622|131701
2023-03-1423:10:36.145708|6000951|193775995495459672|110434|130588
2023-03-1423:11:35.236732|6000956|1335348004725414397|83504|175514
2023-03-1423:11:11.665948|6000954|91799609903948672|313623|359356
2023-03-1423:11:47.893396|6000957|155327955468902553|129410|164879
2023-03-1423:13:47.645186|6000967|69261742158911576|156081|179810
2023-03-1423:14:12.167875|6000969|74374928258614654|200021|315607
2023-03-1423:12:47.56441|6000962|149046194019010855|187328|233686
2023-03-1423:13:11.676136|6000964|84508773480834818|199660|239326
2023-03-1423:13:23.59814|6000965|173589836919776607|118041|132969
2023-03-1423:15:59.792768|6000978|442576170822589130|238219|366820
2023-03-1423:15:35.335644|6000976|19513844951040312|135546|153105
2023-03-1423:16:47.740263|6000982|80302730409802223|136912|176766
2023-03-1423:15:47.517513|6000977|66272659054886904|143167|171011
2023-03-1423:15:47.542434|6000977|66272659054886904|149497|183169
2023-03-1423:14:48.552913|6000972|85025690218588704|157254|275066
2023-03-1423:15:47.741809|6000977|66272659054886904|202932|234852
2023-03-1423:16:47.889132|6000982|80302730409802223|84774|122835
2023-03-1423:16:47.552332|6000982|80302730409802223|115220|132306
2023-03-1423:14:59.111284|6000973|21299354995672558|217410|322277
2023-03-1423:16:47.594026|6000982|80302730409802223|101808|136953
2023-03-1423:16:47.602456|6000982|80302730409802223|112302|270102
2023-03-1423:16:47.725299|6000982|80302730409802223|92839|205677
2023-03-1423:16:47.774677|6000982|80302730409802223|131602|149428
2023-03-1423:16:48.001383|6000982|80302730409802223|101059|121814
2023-03-1423:16:48.001875|6000982|80302730409802223|100933|121937
2023-03-1423:16:47.498049|6000982|80302730409802223|176443|0
2023-03-1423:17:11.585949|6000984|22497989123766657|151357|168596
2023-03-1423:19:09.800187|6000994|61884529577179570|100744|245496
2023-03-1423:17:47.505754|6000987|54204411750997829|479980|1495716
2023-03-1423:20:10.897061|6000999|177255525372982609|187804|232107
2023-03-1423:18:11.722656|6000989|40363881573770889|162893|181269
2023-03-1423:20:35.939724|6001001|157761887266376354|320808|473701
2023-03-1423:19:35.425225|6000996|204951181329771895|169343|188873
2023-03-1423:19:35.583606|6000996|204951181329771895|169138|189466
2023-03-1423:21:00.651504|6001003|107006940960548698|207534|227808
2023-03-1423:20:49.565094|6001002|97482735103652560|166465|181586
2023-03-1423:21:24.292205|6001005|89913176020291445|169266|191192
2023-03-1423:21:47.366707|6001007|53606506793389685|299431|401056
2023-03-1423:22:23.934473|6001010|44303931312380893|65769|78960
2023-03-1423:22:48.78256|6001012|186518316509882622|82296|114186
2023-03-1423:24:00.350719|6001018|55122999643158234|84201|129315
2023-03-1423:24:35.171395|6001021|345835740834425679|103950|138972
2023-03-1423:25:12.132223|6001024|74448610501526763|252920|465946
2023-03-1423:25:35.09773|6001026|49925393017527152|80410|111503
2023-03-1423:26:11.468225|6001029|54969902489624545|165481|199946
2023-03-1423:26:23.705588|6001030|29275301752174814|174893|503285
2023-03-1423:26:34.797823|6001031|26457802759428951|130983|325892
2023-03-1423:27:48.656832|6001037|64050912653425925|213970|238067
2023-03-1423:21:12.406991|6001004|128147919172997016|257767|279110
2023-03-1423:22:00.940136|6001008|75181230925921764|151359|167627
2023-03-1423:22:35.6772|6001011|47090891070032951|160151|181043
2023-03-1423:28:12.123645|6001039|52172528157426032|248577|565640
2023-03-1423:29:00.762764|6001043|92988065435323424|130812|165943
2023-03-1423:23:06.201789|6001013|91044772233258593|150461|166776
2023-03-1423:29:34.548351|6001046|141226482430971729|552311|838478
2023-03-1423:27:59.331469|6001038|131248860271192713|101358|228880
2023-03-1423:30:00.014659|6001048|73337526553003619|138367|193099
2023-03-1423:29:00.816464|6001043|92988065435323424|150657|184080
2023-03-1423:29:00.663064|6001043|92988065435323424|131547|169654
2023-03-1423:29:00.569424|6001043|92988065435323424|166603|216056
2023-03-1423:30:36.743723|6001051|289664037789607474|109263|225440
2023-03-1423:29:59.781909|6001048|73337526553003619|153850|262900
2023-03-1423:31:24.553167|6001055|83065968826499511|418649|527851
2023-03-1423:29:59.748693|6001048|73337526553003619|119953|541234
2023-03-1423:29:59.702128|6001048|73337526553003619|114787|207009
2023-03-1423:29:59.879859|6001048|73337526553003619|124302|212650
2023-03-1423:29:46.620397|6001047|157890790938569153|109928|130351
2023-03-1423:30:48.135253|6001052|64485430502825492|155683|280634
2023-03-1423:30:48.081725|6001052|64485430502825492|206296|337798
2023-03-1423:32:00.160073|6001058|35204903495981605|160690|417299
2023-03-1423:31:11.653008|6001054|49147679878904359|112617|243537
2023-03-1423:31:11.681443|6001054|49147679878904359|174592|312980
2023-03-1423:30:11.945953|6001049|48072054516573477|428507|1099694
2023-03-1423:32:24.069184|6001060|55316825195730368|88644|191345
2023-03-1423:34:00.485901|6001068|64590018486689354|93614|112408
2023-03-1423:33:23.29798|6001065|32445276654291441|115638|214914
2023-03-1423:33:34.545502|6001066|21708369626148155|158679|301062
2023-03-1423:32:59.23371|6001063|60406744777219635|227075|362116
2023-03-1423:33:11.338588|6001064|97680009830367284|159660|179382
2023-03-1423:34:48.109771|6001072|481449369415948620|87152|118862
2023-03-1423:34:24.013475|6001070|190214640448044192|222304|256321
2023-03-1423:35:11.644456|6001074|168820044782367026|134661|191727
2023-03-1423:35:11.579024|6001074|168820044782367026|207647|0
2023-03-1423:36:12.046879|6001079|48715087297990112|317225|629106
2023-03-1423:35:47.845628|6001077|55043193777386662|325476|549703
2023-03-1423:35:47.979657|6001077|55043193777386662|240158|482289
2023-03-1423:35:47.937444|6001077|55043193777386662|385726|485003
2023-03-1423:35:23.488624|6001075|56394933244489482|128191|144103
2023-03-1423:36:12.009162|6001079|48715087297990112|214309|662074
2023-03-1423:35:48.120707|6001077|55043193777386662|250069|0
2023-03-1423:35:47.976126|6001077|55043193777386662|183288|629514
2023-03-1423:36:24.466435|6001080|33553965108250866|142963|195651
2023-03-1423:37:11.823617|6001084|18857778303839463|157753|398247
2023-03-1423:40:23.78439|6001100|73287732260971771|167201|270356
2023-03-1423:37:24.358947|6001085|55411379369692268|283877|517517
2023-03-1423:38:59.478133|6001093|23294026053835679|109883|215297
2023-03-1423:38:59.489223|6001093|23294026053835679|138803|237954
2023-03-1423:39:47.18541|6001097|45416402345746857|121331|230601
2023-03-1423:40:35.378974|6001101|120406780054639149|166253|184655
2023-03-1423:42:24.078199|6001110|56027162803511264|95998|202858
2023-03-1423:41:47.950415|6001107|126392805886886091|117743|218880
2023-03-1423:42:11.36473|6001109|143596642573185863|143654|166282
2023-03-1423:40:47.763578|6001102|258440761946374030|122079|144747
2023-03-1423:41:12.771565|6001104|47427388582469631|181409|0
2023-03-1423:42:47.888997|6001112|37949283766802685|238313|302531
2023-03-1423:43:23.432956|6001115|42408466868903774|158927|207705
2023-03-1423:43:36.165668|6001116|65798187212067161|154855|608847
2023-03-1423:45:59.800302|6001128|120671353337483649|136206|379257
2023-03-1423:46:11.678078|6001129|42741566535067229|238630|487889
2023-03-1423:46:59.210124|6001133|22684683089742221|314731|475400
2023-03-1423:46:11.861825|6001129|42741566535067229|214090|285639
2023-03-1423:46:46.67774|6001132|87440736299377725|200268|322102
2023-03-1423:44:25.315007|6001120|46170480361787306|138104|278019
2023-03-1423:47:24.316476|6001135|56834234895529979|164939|189093
2023-03-1423:45:23.29726|6001125|25856533203131231|201479|317283
2023-03-1423:50:00.061184|6001148|17324792585445866|120323|151835
2023-03-1423:47:35.672181|6001136|125776845669956659|128311|299956
2023-03-1423:48:59.466064|6001143|74012846532478556|214275|370010
2023-03-1423:48:58.942141|6001143|74012846532478556|198454|349820
2023-03-1423:49:59.972882|6001148|17324792585445866|129777|169134
2023-03-1423:49:24.067225|6001145|26725161166994987|205925|240314
2023-03-1423:48:11.446442|6001139|54304058679962255|120270|214482
2023-03-1423:50:00.072138|6001148|17324792585445866|163937|197807
2023-03-1423:50:23.5779|6001150|26636015016241985|120450|140809
2023-03-1423:49:24.035815|6001145|26725161166994987|270727|0
2023-03-1423:51:11.550458|6001154|164577983692818148|241609|337739
2023-03-1423:52:59.481517|6001163|32261078256291884|171469|702903
2023-03-1423:50:36.036231|6001151|48727124125931665|127274|162343
2023-03-1423:50:57.263709|6001153|162993107563495091|126521|231523
2023-03-1423:55:23.283765|6001175|55351139133141803|138097|268213
2023-03-1423:54:46.4832|6001172|33264871122957908|81251|102382
2023-03-1423:54:46.53116|6001172|33264871122957908|67550|82919
2023-03-1423:51:36.04406|6001156|53242474331794552|140914|165399
2023-03-1423:54:46.947669|6001172|33264871122957908|73382|89674
2023-03-1423:54:46.923955|6001172|33264871122957908|64329|165731
2023-03-1423:54:46.565511|6001172|33264871122957908|104521|258409
2023-03-1423:54:46.306622|6001172|33264871122957908|141997|0
2023-03-1423:54:46.637446|6001172|33264871122957908|58170|75338
2023-03-1423:54:46.419557|6001172|33264871122957908|90923|109374
2023-03-1423:54:46.689046|6001172|33264871122957908|92653|118600
2023-03-1423:54:47.01837|6001172|33264871122957908|63234|161800
2023-03-1423:54:46.32294|6001172|33264871122957908|80453|102007
2023-03-1423:54:46.495161|6001172|33264871122957908|96355|112835
2023-03-1423:54:46.465443|6001172|33264871122957908|72082|167231
2023-03-1423:54:46.527505|6001172|33264871122957908|55082|153971
2023-03-1423:54:46.794526|6001172|33264871122957908|86591|102975
2023-03-1423:54:46.640362|6001172|33264871122957908|94176|281806
2023-03-1423:54:46.28663|6001172|33264871122957908|86981|107064
2023-03-1423:54:46.355846|6001172|33264871122957908|81734|199254
2023-03-1423:54:46.395677|6001172|33264871122957908|84945|175292
2023-03-1423:54:47.055573|6001172|33264871122957908|93676|115834
2023-03-1423:54:47.648954|6001172|33264871122957908|115537|0
2023-03-1423:56:12.549922|6001179|93184028533254773|266325|718095
2023-03-1423:54:46.35912|6001172|33264871122957908|82269|100537
2023-03-1423:54:46.5052|6001172|33264871122957908|57635|162467
2023-03-1423:54:46.582822|6001172|33264871122957908|74309|92544
2023-03-1423:54:46.741425|6001172|33264871122957908|150776|0
2023-03-1423:54:46.954364|6001172|33264871122957908|83553|185637
2023-03-1423:54:46.680488|6001172|33264871122957908|85052|112620
2023-03-1423:54:46.998764|6001172|33264871122957908|89971|108997
2023-03-1423:54:46.605774|6001172|33264871122957908|86913|244378
2023-03-1423:54:46.845665|6001172|33264871122957908|83747|102636
2023-03-1423:54:47.225185|6001172|33264871122957908|98714|116053
2023-03-1423:54:46.618605|6001172|33264871122957908|85026|240824
